numero,cliente,productos_cantidad,empleado,fecha,hora,observaciones,estado,precio
981,Wendie,Potatoes - Idaho 80 Count,Claresta,2/7/2021,4:25 AM,diners-club-enroute,ACTIVA,$8566.73
982,Hermie,Peach - Fresh,Donall,12/25/2020,3:03 PM,jcb,ACTIVA,$4280.52
983,Brew,Coffee - Almond Amaretto,Betty,4/7/2020,9:26 PM,jcb,ACTIVA,$4003.38
984,Cyndie,Sprite - 355 Ml,Jeffy,11/27/2020,1:32 AM,mastercard,ACTIVA,$18504.90
985,Sigvard,"Tendrils - Baby Pea, Organic",Mace,7/23/2020,5:28 AM,jcb,ACTIVA,$17357.04
986,Diego,"Chicken - Leg, Boneless",Eba,8/26/2020,12:16 AM,diners-club-enroute,ACTIVA,$15733.17
987,Betteann,Silicone Paper 16.5x24,Gradeigh,3/26/2021,4:59 AM,maestro,ACTIVA,$5545.77
988,Gaven,Jello - Assorted,Josephina,9/10/2020,8:09 AM,jcb,ACTIVA,$6321.01
989,Parke,Lettuce - Red Leaf,Brandea,3/4/2021,6:08 PM,mastercard,ACTIVA,$6935.92
990,Kristin,Carbonated Water - Cherry,Omero,10/6/2020,12:36 AM,mastercard,ACTIVA,$7128.55
991,Rosabel,Soup - French Onion,Aila,2/25/2021,4:50 PM,jcb,ACTIVA,$5502.24
992,Marney,Venison - Ground,Bald,8/24/2020,9:09 PM,bankcard,ACTIVA,$13177.28
993,Ferdinand,Squid - Breaded,Bella,6/27/2020,4:33 AM,jcb,ACTIVA,$8889.60
994,Reba,Onions - Red,Jody,10/31/2020,9:32 AM,jcb,ACTIVA,$9051.65
995,Tiebold,Parsley - Fresh,Guglielma,11/22/2020,2:34 AM,jcb,ACTIVA,$15020.38
996,Jacquelin,"Turkey - Whole, Fresh",Ross,3/3/2021,10:51 PM,switch,ACTIVA,$8526.29
997,Melisa,Thyme - Fresh,Christen,7/24/2020,9:35 PM,jcb,ACTIVA,$14984.46
998,Sidney,"Pork - Sausage, Medium",Rancell,11/24/2020,2:04 PM,visa-electron,ACTIVA,$15897.31
999,Hans,Tea - Herbal Orange Spice,Ted,8/29/2020,10:29 PM,bankcard,ACTIVA,$17633.37
1000,Shayla,Salmon Atl.whole 8 - 10 Lb,Diana,8/13/2020,10:02 AM,diners-club-international,ACTIVA,$14550.13
